product_id;product_name;product_class_id;product_category;product_subcategory;product_department;product_family
353;Black Tie City Map;102;Miscellaneous;Maps;Checkout;Non-Consumable
354;Carlson Low Fat Cottage Cheese;15;Dairy;Cottage Cheese;Dairy;Food
355;Carlson Low Fat Sour Cream;14;Dairy;Sour Cream;Dairy;Food
356;Carlson Sour Cream;14;Dairy;Sour Cream;Dairy;Food
357;Carlson Jack Cheese;11;Dairy;Cheese;Dairy;Food
358;Carlson Muenster Cheese;11;Dairy;Cheese;Dairy;Food
359;Carlson String Cheese;11;Dairy;Cheese;Dairy;Food
360;Carlson Low Fat String Cheese;11;Dairy;Cheese;Dairy;Food
361;Carlson Havarti Cheese;11;Dairy;Cheese;Dairy;Food
362;Carlson Head Cheese;11;Dairy;Cheese;Dairy;Food
363;Carlson Cheese Spread;11;Dairy;Cheese;Dairy;Food
364;Carlson Sharp Cheddar Cheese;11;Dairy;Cheese;Dairy;Food
365;Carlson Mild Cheddar Cheese;11;Dairy;Cheese;Dairy;Food
366;Carlson Large Curd Cottage Cheese;15;Dairy;Cottage Cheese;Dairy;Food
367;Carlson 2% Milk;76;Dairy;Milk;Dairy;Drink
368;Carlson Buttermilk;76;Dairy;Milk;Dairy;Drink
369;Carlson Chocolate Milk;76;Dairy;Milk;Dairy;Drink
370;Carlson 1% Milk;76;Dairy;Milk;Dairy;Drink
371;Carlson Whole Milk;76;Dairy;Milk;Dairy;Drink
372;Carlson Strawberry Yogurt;6;Dairy;Yogurt;Dairy;Food
373;Carlson Blueberry Yogurt;6;Dairy;Yogurt;Dairy;Food
374;Moms Chicken Hot Dogs;81;Meat;Hot Dogs;Deli;Food
375;Moms Pimento Loaf;91;Meat;Bologna;Deli;Food
376;Moms Beef Bologna;91;Meat;Bologna;Deli;Food
377;Moms Low Fat Bologna;91;Meat;Bologna;Deli;Food
378;Moms Turkey Hot Dogs;81;Meat;Hot Dogs;Deli;Food
379;Moms Foot-Long Hot Dogs;81;Meat;Hot Dogs;Deli;Food
380;Moms Low Fat Cole Slaw;16;Side Dishes;Deli Salads;Deli;Food
381;Moms Cole Slaw;16;Side Dishes;Deli Salads;Deli;Food
382;Moms Roasted Chicken;77;Meat;Fresh Chicken;Deli;Food
383;Moms Corned Beef;8;Meat;Deli Meats;Deli;Food
384;Moms Sliced Turkey;8;Meat;Deli Meats;Deli;Food
385;Moms Sliced Ham;8;Meat;Deli Meats;Deli;Food
386;Moms Potato Salad;16;Side Dishes;Deli Salads;Deli;Food
387;Moms Sliced Chicken;8;Meat;Deli Meats;Deli;Food
388;Urban Small Brown Eggs;66;Eggs;Eggs;Eggs;Food
389;Urban Large Brown Eggs;66;Eggs;Eggs;Eggs;Food
390;Urban Small Eggs;66;Eggs;Eggs;Eggs;Food
391;Urban Large Eggs;66;Eggs;Eggs;Eggs;Food
392;Urban Egg Substitute;66;Eggs;Eggs;Eggs;Food
393;Big Time Low Fat Waffles;34;Breakfast Foods;Waffles;Frozen Foods;Food
394;Big Time Orange Popsicles;110;Frozen Desserts;Popsicles;Frozen Foods;Food
395;Big Time Frozen Chicken Breast;100;Meat;Frozen Chicken;Frozen Foods;Food
396;Big Time Frozen Pancakes;29;Breakfast Foods;Pancakes;Frozen Foods;Food
397;Big Time Low Fat French Fries;63;Vegetables;French Fries;Frozen Foods;Food
398;Big Time Frozen Sausage Pizza;64;Pizza;Pizza;Frozen Foods;Food
399;Big Time Blueberry Waffles;34;Breakfast Foods;Waffles;Frozen Foods;Food
400;Big Time Fajita French Fries;63;Vegetables;French Fries;Frozen Foods;Food
401;Big Time Waffles;34;Breakfast Foods;Waffles;Frozen Foods;Food
402;Big Time Frozen Pepperoni Pizza;64;Pizza;Pizza;Frozen Foods;Food
403;Big Time Frozen Cheese Pizza;64;Pizza;Pizza;Frozen Foods;Food
404;Big Time Frozen Mushroom Pizza;64;Pizza;Pizza;Frozen Foods;Food
405;Big Time Apple Cinnamon Waffles;34;Breakfast Foods;Waffles;Frozen Foods;Food
406;Big Time Frozen Carrots;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
407;Big Time Turkey TV Dinner;10;Frozen Entrees;TV Dinner;Frozen Foods;Food
408;Big Time Chicken TV Dinner;10;Frozen Entrees;TV Dinner;Frozen Foods;Food
409;Big Time Beef TV Dinner;10;Frozen Entrees;TV Dinner;Frozen Foods;Food
410;Big Time Pancake Mix;28;Breakfast Foods;Pancake Mix;Frozen Foods;Food
411;Big Time Grape Popsicles;110;Frozen Desserts;Popsicles;Frozen Foods;Food
412;Big Time Home Style French Fries;63;Vegetables;French Fries;Frozen Foods;Food
413;Big Time Lime Popsicles;110;Frozen Desserts;Popsicles;Frozen Foods;Food
414;Big Time Ice Cream;9;Frozen Desserts;Ice Cream;Frozen Foods;Food
415;Big Time Ice Cream Sandwich;9;Frozen Desserts;Ice Cream;Frozen Foods;Food
416;Big Time Frozen Cauliflower;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
417;Big Time Frozen Broccoli;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
418;Big Time Frozen Corn;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
419;Big Time Frozen Peas;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
420;Big Time Popsicles;9;Frozen Desserts;Ice Cream;Frozen Foods;Food
421;Big Time Frozen Chicken Thighs;100;Meat;Frozen Chicken;Frozen Foods;Food
422;Big Time Frozen Chicken Wings;100;Meat;Frozen Chicken;Frozen Foods;Food
423;Big Time Lemon Popsicles;110;Frozen Desserts;Popsicles;Frozen Foods;Food
424;Steady Silky Smooth Hair Conditioner;78;Bathroom Products;Conditioner;Health and Hygiene;Non-Consumable
425;Steady Tartar Control Toothpaste;39;Hygiene;Personal Hygiene;Health and Hygiene;Non-Consumable
426;Steady Whitening Toothpast;39;Hygiene;Personal Hygiene;Health and Hygiene;Non-Consumable
427;Steady Toothpaste;39;Hygiene;Personal Hygiene;Health and Hygiene;Non-Consumable
428;Steady Deodorant;39;Hygiene;Personal Hygiene;Health and Hygiene;Non-Consumable
429;Steady Conditioning Shampoo;79;Bathroom Products;Shampoo;Health and Hygiene;Non-Consumable
430;Steady Extra Moisture Shampoo;79;Bathroom Products;Shampoo;Health and Hygiene;Non-Consumable
431;Steady Angled Toothbrush;88;Bathroom Products;Toothbrushes;Health and Hygiene;Non-Consumable
432;Steady Apricot Shampoo;79;Bathroom Products;Shampoo;Health and Hygiene;Non-Consumable
433;Steady Childrens Aspirin;70;Pain Relievers;Aspirin;Health and Hygiene;Non-Consumable
434;Steady Buffered Aspirin;70;Pain Relievers;Aspirin;Health and Hygiene;Non-Consumable
435;Steady 200 MG Ibuprofen;71;Pain Relievers;Ibuprofen;Health and Hygiene;Non-Consumable
436;Steady 200 MG Acetominifen;72;Pain Relievers;Acetominifen;Health and Hygiene;Non-Consumable
437;Steady HCL Nasal Spray;73;Decongestants;Nasal Sprays;Health and Hygiene;Non-Consumable
438;Steady Dishwasher Detergent;73;Decongestants;Nasal Sprays;Health and Hygiene;Non-Consumable
439;Steady Multi-Symptom Cold Remedy;75;Cold Remedies;Cold Remedies;Health and Hygiene;Non-Consumable
440;Steady Childrens Cold Remedy;75;Cold Remedies;Cold Remedies;Health and Hygiene;Non-Consumable
441;Steady Laundry Detergent;74;Bathroom Products;Mouthwash;Health and Hygiene;Non-Consumable
442;Steady Mint Mouthwash;74;Bathroom Products;Mouthwash;Health and Hygiene;Non-Consumable
443;Red Wing 60 Watt Lightbulb;80;Electrical;Lightbulbs;Household;Non-Consumable
444;Red Wing Plastic Forks;56;Plastic Products;Plastic Utensils;Household;Non-Consumable
445;Red Wing Plastic Spoons;56;Plastic Products;Plastic Utensils;Household;Non-Consumable
446;Red Wing Plastic Knives;56;Plastic Products;Plastic Utensils;Household;Non-Consumable
447;Red Wing C-Size Batteries;101;Electrical;Batteries;Household;Non-Consumable
448;Red Wing 100 Watt Lightbulb;80;Electrical;Lightbulbs;Household;Non-Consumable
449;Red Wing AAA-Size Batteries;101;Electrical;Batteries;Household;Non-Consumable
450;Red Wing Paper Plates;55;Paper Products;Paper Dishes;Household;Non-Consumable
451;Red Wing Paper Cups;55;Paper Products;Paper Dishes;Household;Non-Consumable
452;Red Wing 75 Watt Lightbulb;80;Electrical;Lightbulbs;Household;Non-Consumable
453;Red Wing Toilet Bowl Cleaner;22;Cleaning Supplies;Cleaners;Household;Non-Consumable
454;Red Wing Counter Cleaner;22;Cleaning Supplies;Cleaners;Household;Non-Consumable
455;Red Wing Glass Cleaner;22;Cleaning Supplies;Cleaners;Household;Non-Consumable
456;Red Wing 25 Watt Lightbulb;80;Electrical;Lightbulbs;Household;Non-Consumable
457;Red Wing AA-Size Batteries;101;Electrical;Batteries;Household;Non-Consumable
458;Red Wing D-Size Batteries;101;Electrical;Batteries;Household;Non-Consumable
459;Red Wing Paper Towels;18;Paper Products;Paper Wipes;Household;Non-Consumable
460;Red Wing Soft Napkins;18;Paper Products;Paper Wipes;Household;Non-Consumable
461;Red Wing Scented Tissue;18;Paper Products;Paper Wipes;Household;Non-Consumable
462;Red Wing Toilet Paper;18;Paper Products;Paper Wipes;Household;Non-Consumable
463;Red Wing Tissues;18;Paper Products;Paper Wipes;Household;Non-Consumable
464;Red Wing Scented Toilet Tissue;18;Paper Products;Paper Wipes;Household;Non-Consumable
465;Red Wing Room Freshener;20;Cleaning Supplies;Deodorizers;Household;Non-Consumable
466;Red Wing Frying Pan;40;Kitchen Products;Pots and Pans;Household;Non-Consumable
467;Red Wing Copper Cleaner;87;Kitchen Products;Pot Cleaners;Household;Non-Consumable
468;Red Wing Bees Wax Candles;47;Candles;Candles;Household;Non-Consumable
469;Red Wing Silver Cleaner;87;Kitchen Products;Pot Cleaners;Household;Non-Consumable
470;Red Wing Copper Pot Scrubber;86;Kitchen Products;Pot Scrubbers;Household;Non-Consumable
471;Red Wing Economy Toilet Brush;85;Bathroom Products;Toilet Brushes;Household;Non-Consumable
472;Red Wing Scissors;41;Hardware;Tools;Household;Non-Consumable
473;Red Wing Large Sponge;42;Kitchen Products;Sponges;Household;Non-Consumable
474;Red Wing Screw Driver;41;Hardware;Tools;Household;Non-Consumable
475;Quick Extra Lean Hamburger;65;Meat;Hamburger;Meat;Food
476;Quick Seasoned Hamburger;65;Meat;Hamburger;Meat;Food
477;Dollar Monthly Sports Magazine;104;Magazines;Sports Magazines;Periodicals;Non-Consumable
478;Dollar Monthly Auto Magazine;108;Magazines;Auto Magazines;Periodicals;Non-Consumable
479;Dollar Monthly Computer Magazine;107;Magazines;Computer Magazines;Periodicals;Non-Consumable
480;Dollar Monthly Home Magazine;105;Magazines;Home Magazines;Periodicals;Non-Consumable
481;Dollar Monthly Fashion Magazine;106;Magazines;Fashion Magazines;Periodicals;Non-Consumable
482;Tell Tale Summer Squash;61;Vegetables;Fresh Vegetables;Produce;Food
483;Tell Tale Corn on the Cob;61;Vegetables;Fresh Vegetables;Produce;Food
484;Tell Tale Asparagus;61;Vegetables;Fresh Vegetables;Produce;Food
485;Tell Tale Sweet Peas;61;Vegetables;Fresh Vegetables;Produce;Food
486;Tell Tale New Potatos;61;Vegetables;Fresh Vegetables;Produce;Food
487;Tell Tale Beets;61;Vegetables;Fresh Vegetables;Produce;Food
488;Tell Tale Prepared Salad;61;Vegetables;Fresh Vegetables;Produce;Food
489;Tell Tale Onions;61;Vegetables;Fresh Vegetables;Produce;Food
490;Tell Tale Green Pepper;61;Vegetables;Fresh Vegetables;Produce;Food
491;Tell Tale Shitake Mushrooms;61;Vegetables;Fresh Vegetables;Produce;Food
492;Tell Tale Lettuce;61;Vegetables;Fresh Vegetables;Produce;Food
493;Tell Tale Elephant Garlic;61;Vegetables;Fresh Vegetables;Produce;Food
494;Tell Tale Red Pepper;61;Vegetables;Fresh Vegetables;Produce;Food
495;Tell Tale Garlic;61;Vegetables;Fresh Vegetables;Produce;Food
496;Tell Tale Potatos;61;Vegetables;Fresh Vegetables;Produce;Food
497;Tell Tale Cauliflower;61;Vegetables;Fresh Vegetables;Produce;Food
498;Tell Tale Tomatos;61;Vegetables;Fresh Vegetables;Produce;Food
499;Tell Tale Mushrooms;61;Vegetables;Fresh Vegetables;Produce;Food
500;Tell Tale Baby Onion;61;Vegetables;Fresh Vegetables;Produce;Food
501;Tell Tale Dried Mushrooms;61;Vegetables;Fresh Vegetables;Produce;Food
502;Tell Tale Fresh Lima Beans;61;Vegetables;Fresh Vegetables;Produce;Food
503;Tell Tale Squash;61;Vegetables;Fresh Vegetables;Produce;Food
504;Tell Tale Limes;99;Fruit;Fresh Fruit;Produce;Food
505;Tell Tale Firm Tofu;67;Packaged Vegetables;Tofu;Produce;Food
506;Tell Tale Almonds;1;Specialty;Nuts;Produce;Food
507;Tell Tale Macintosh Apples;99;Fruit;Fresh Fruit;Produce;Food
508;Tell Tale Golden Delcious Apples;99;Fruit;Fresh Fruit;Produce;Food
509;Tell Tale Red Delcious Apples;99;Fruit;Fresh Fruit;Produce;Food
510;Tell Tale Lemons;99;Fruit;Fresh Fruit;Produce;Food
511;Tell Tale Fancy Plums;99;Fruit;Fresh Fruit;Produce;Food
512;Tell Tale Plums;99;Fruit;Fresh Fruit;Produce;Food
513;Tell Tale Peaches;99;Fruit;Fresh Fruit;Produce;Food
514;Tell Tale Broccoli;61;Vegetables;Fresh Vegetables;Produce;Food
515;Tell Tale Mandarin Oranges;99;Fruit;Fresh Fruit;Produce;Food
516;Tell Tale Mixed Nuts;1;Specialty;Nuts;Produce;Food
517;Tell Tale Canned Peanuts;1;Specialty;Nuts;Produce;Food
518;Tell Tale Sweet Onion;61;Vegetables;Fresh Vegetables;Produce;Food
519;Tell Tale Cantelope;99;Fruit;Fresh Fruit;Produce;Food
520;Tell Tale Honey Dew;99;Fruit;Fresh Fruit;Produce;Food
521;Tell Tale Fuji Apples;99;Fruit;Fresh Fruit;Produce;Food
522;Tell Tale Walnuts;1;Specialty;Nuts;Produce;Food
523;Tell Tale Oranges;99;Fruit;Fresh Fruit;Produce;Food
524;Tell Tale Tangerines;99;Fruit;Fresh Fruit;Produce;Food
525;Tell Tale Party Nuts;1;Specialty;Nuts;Produce;Food
526;Kiwi Lox;24;Seafood;Fresh Fish;Seafood;Food
527;Kiwi Scallops;2;Seafood;Shellfish;Seafood;Food
528;Fast Low Fat Cookies;45;Snack Foods;Cookies;Snack Foods;Food
529;Fast BBQ Potato Chips;12;Snack Foods;Chips;Snack Foods;Food
530;Fast Corn Chips;12;Snack Foods;Chips;Snack Foods;Food
531;Fast Low Fat BBQ Chips;12;Snack Foods;Chips;Snack Foods;Food
532;Fast Sugar Cookies;45;Snack Foods;Cookies;Snack Foods;Food
533;Fast Chocolate Chip Cookies;45;Snack Foods;Cookies;Snack Foods;Food
534;Fast Fudge Cookies;45;Snack Foods;Cookies;Snack Foods;Food
535;Fast Fudge Brownies;45;Snack Foods;Cookies;Snack Foods;Food
536;Fast Potato Chips;12;Snack Foods;Chips;Snack Foods;Food
537;Fast Lemon Cookies;45;Snack Foods;Cookies;Snack Foods;Food
538;Fast Graham Crackers;45;Snack Foods;Cookies;Snack Foods;Food
539;Fast Cheese Crackers;82;Snack Foods;Crackers;Snack Foods;Food
540;Fast Buttered Popcorn;54;Snack Foods;Popcorn;Snack Foods;Food
541;Fast No Salt Popcorn;54;Snack Foods;Popcorn;Snack Foods;Food
542;Fast Low Fat Popcorn;54;Snack Foods;Popcorn;Snack Foods;Food
543;Fast Salsa Dip;83;Snack Foods;Dips;Snack Foods;Food
544;Fast Avocado Dip;83;Snack Foods;Dips;Snack Foods;Food
545;Fast Salted Pretzels;46;Snack Foods;Pretzels;Snack Foods;Food
546;Fast Cheese Dip;83;Snack Foods;Dips;Snack Foods;Food
547;Fast Fondue Mix;83;Snack Foods;Dips;Snack Foods;Food
548;Fast Mini Donuts;84;Snack Foods;Donuts;Snack Foods;Food
549;Fast Beef Jerky;17;Snack Foods;Dried Meat;Snack Foods;Food
550;Fast Chocolate Donuts;84;Snack Foods;Donuts;Snack Foods;Food
551;Fast Low Fat Chips;12;Snack Foods;Chips;Snack Foods;Food
552;Fast Sesame Crackers;82;Snack Foods;Crackers;Snack Foods;Food
553;Fast Frosted Cookies;45;Snack Foods;Cookies;Snack Foods;Food
554;Fast Dried Apples;109;Snack Foods;Dried Fruit;Snack Foods;Food
555;Fast Apple Fruit Roll;109;Snack Foods;Dried Fruit;Snack Foods;Food
556;Fast Strawberry Fruit Roll;109;Snack Foods;Dried Fruit;Snack Foods;Food
557;Fast Raspberry Fruit Roll;109;Snack Foods;Dried Fruit;Snack Foods;Food
558;Fast Grape Fruit Roll;109;Snack Foods;Dried Fruit;Snack Foods;Food
559;Fast Dried Dates;109;Snack Foods;Dried Fruit;Snack Foods;Food
560;Fast Raisins;109;Snack Foods;Dried Fruit;Snack Foods;Food
561;Fast Golden Raisins;109;Snack Foods;Dried Fruit;Snack Foods;Food
562;Fast Dried Apricots;109;Snack Foods;Dried Fruit;Snack Foods;Food
563;Fast Frosted Donuts;84;Snack Foods;Donuts;Snack Foods;Food
564;Atomic Tasty Candy Bar;36;Candy;Chocolate Candy;Snacks;Food
565;Atomic Mint Chocolate Bar;36;Candy;Chocolate Candy;Snacks;Food
566;Atomic Malted Milk Balls;36;Candy;Chocolate Candy;Snacks;Food
567;Atomic Semi-Sweet Chocolate Bar;36;Candy;Chocolate Candy;Snacks;Food
568;Atomic Bubble Gum;37;Candy;Gum;Snacks;Food
569;Atomic Spicy Mints;38;Candy;Hard Candy;Snacks;Food
570;Atomic Mints;38;Candy;Hard Candy;Snacks;Food
571;Atomic White Chocolate Bar;36;Candy;Chocolate Candy;Snacks;Food
572;Shady Lake Ravioli;5;Starchy Foods;Pasta;Starchy Foods;Food
573;Shady Lake Manicotti;5;Starchy Foods;Pasta;Starchy Foods;Food
574;Shady Lake Spaghetti;5;Starchy Foods;Pasta;Starchy Foods;Food
575;Shady Lake Thai Rice;57;Starchy Foods;Rice;Starchy Foods;Food
576;Shady Lake Rice Medly;57;Starchy Foods;Rice;Starchy Foods;Food
577;Walrus Imported Beer;43;Beer and Wine;Beer;Alcoholic Beverages;Drink
578;Walrus Light Wine;44;Beer and Wine;Wine;Alcoholic Beverages;Drink
579;Walrus Chardonnay Wine;44;Beer and Wine;Wine;Alcoholic Beverages;Drink
580;Walrus Chablis Wine;44;Beer and Wine;Wine;Alcoholic Beverages;Drink
581;Walrus Merlot Wine;44;Beer and Wine;Wine;Alcoholic Beverages;Drink
582;Walrus Chardonnay;44;Beer and Wine;Wine;Alcoholic Beverages;Drink
583;Walrus White Zinfandel Wine;44;Beer and Wine;Wine;Alcoholic Beverages;Drink
584;Walrus Light Beer;43;Beer and Wine;Beer;Alcoholic Beverages;Drink
585;Colony Pumpernickel Bread;27;Bread;Sliced Bread;Baked Goods;Food
586;Colony White Bread;27;Bread;Sliced Bread;Baked Goods;Food
587;Colony Rye Bread;27;Bread;Sliced Bread;Baked Goods;Food
588;Colony English Muffins;26;Bread;Muffins;Baked Goods;Food
589;Colony Cranberry Muffins;26;Bread;Muffins;Baked Goods;Food
590;Colony Muffins;26;Bread;Muffins;Baked Goods;Food
591;Colony Bagels;25;Bread;Bagels;Baked Goods;Food
592;Colony Blueberry Muffins;26;Bread;Muffins;Baked Goods;Food
593;Colony Wheat Bread;27;Bread;Sliced Bread;Baked Goods;Food
594;Landslide Sesame Oil;49;Baking Goods;Cooking Oil;Baking Goods;Food
595;Landslide Chunky Peanut Butter;53;Jams and Jellies;Peanut Butter;Baking Goods;Food
596;Landslide Hot Chocolate;51;Hot Beverages;Chocolate;Beverages;Drink
597;Landslide Brown Sugar;50;Baking Goods;Sugar;Baking Goods;Food
598;Landslide White Sugar;50;Baking Goods;Sugar;Baking Goods;Food
599;Landslide French Roast Coffee;90;Hot Beverages;Coffee;Beverages;Drink
600;Landslide Decaf Coffee;90;Hot Beverages;Coffee;Beverages;Drink
601;Landslide Regular Coffee;90;Hot Beverages;Coffee;Beverages;Drink
602;Landslide Vegetable Oil;49;Baking Goods;Cooking Oil;Baking Goods;Food
603;Landslide Corn Oil;49;Baking Goods;Cooking Oil;Baking Goods;Food
604;Landslide Tomato Sauce;48;Baking Goods;Sauces;Baking Goods;Food
605;Landslide Canola Oil;49;Baking Goods;Cooking Oil;Baking Goods;Food
606;Landslide Grape Preserves;33;Jams and Jellies;Preserves;Baking Goods;Food
607;Landslide Columbian Coffee;90;Hot Beverages;Coffee;Beverages;Drink
608;Landslide Strawberry Jelly;31;Jams and Jellies;Jelly;Baking Goods;Food
609;Landslide Pepper;4;Baking Goods;Spices;Baking Goods;Food
610;Landslide Low Fat Apple Butter;33;Jams and Jellies;Preserves;Baking Goods;Food
611;Landslide Salt;4;Baking Goods;Spices;Baking Goods;Food
612;Landslide Apple Butter;33;Jams and Jellies;Preserves;Baking Goods;Food
613;Landslide Oregano;4;Baking Goods;Spices;Baking Goods;Food
614;Landslide Apple Jelly;31;Jams and Jellies;Jelly;Baking Goods;Food
615;Landslide Grape Jam;32;Jams and Jellies;Jam;Baking Goods;Food
616;Landslide Apple Jam;32;Jams and Jellies;Jam;Baking Goods;Food
617;Landslide Strawberry Jam;32;Jams and Jellies;Jam;Baking Goods;Food
618;Landslide Creamy Peanut Butter;53;Jams and Jellies;Peanut Butter;Baking Goods;Food
619;Landslide Strawberry Preserves;33;Jams and Jellies;Preserves;Baking Goods;Food
620;Landslide Extra Chunky Peanut Butter;53;Jams and Jellies;Peanut Butter;Baking Goods;Food
621;Landslide Apple Preserves;33;Jams and Jellies;Preserves;Baking Goods;Food
622;Landslide Grape Jelly;31;Jams and Jellies;Jelly;Baking Goods;Food
623;Token Berry Juice;30;Pure Juice Beverages;Juice;Beverages;Drink
624;Token Mango Drink;52;Drinks;Flavored Drinks;Beverages;Drink
625;Token Strawberry Drink;52;Drinks;Flavored Drinks;Beverages;Drink
626;Token Cream Soda;19;Carbonated Beverages;Soda;Beverages;Drink
627;Token Diet Soda;19;Carbonated Beverages;Soda;Beverages;Drink
628;Token Cola;19;Carbonated Beverages;Soda;Beverages;Drink
629;Token Diet Cola;19;Carbonated Beverages;Soda;Beverages;Drink
630;Token Orange Juice;30;Pure Juice Beverages;Juice;Beverages;Drink
631;Token Cranberry Juice;30;Pure Juice Beverages;Juice;Beverages;Drink
632;Token Apple Juice;30;Pure Juice Beverages;Juice;Beverages;Drink
633;Token Apple Drink;52;Drinks;Flavored Drinks;Beverages;Drink
634;Radius Oatmeal;35;Breakfast Foods;Cereal;Breakfast Foods;Food
635;Radius Corn Puffs;35;Breakfast Foods;Cereal;Breakfast Foods;Food
636;Radius Wheat Puffs;35;Breakfast Foods;Cereal;Breakfast Foods;Food
637;Radius Grits;35;Breakfast Foods;Cereal;Breakfast Foods;Food
638;Bravo Canned Beets;62;Vegetables;Canned Vegetables;Canned Foods;Food
639;Bravo Creamed Corn;62;Vegetables;Canned Vegetables;Canned Foods;Food
640;Bravo Canned String Beans;62;Vegetables;Canned Vegetables;Canned Foods;Food
641;Bravo Chicken Soup;58;Canned Soup;Soup;Canned Foods;Food
642;Bravo Canned Yams;62;Vegetables;Canned Vegetables;Canned Foods;Food
643;Bravo Vegetable Soup;58;Canned Soup;Soup;Canned Foods;Food
644;Bravo Canned Tomatos;62;Vegetables;Canned Vegetables;Canned Foods;Food
645;Bravo Noodle Soup;58;Canned Soup;Soup;Canned Foods;Food
646;Bravo Regular Ramen Soup;58;Canned Soup;Soup;Canned Foods;Food
647;Bravo Chicken Noodle Soup;58;Canned Soup;Soup;Canned Foods;Food
648;Bravo Turkey Noodle Soup;58;Canned Soup;Soup;Canned Foods;Food
649;Bravo Beef Soup;58;Canned Soup;Soup;Canned Foods;Food
650;Bravo Canned Peas;62;Vegetables;Canned Vegetables;Canned Foods;Food
651;Bravo Chicken Ramen Soup;58;Canned Soup;Soup;Canned Foods;Food
652;Bravo Canned Tuna in Water;93;Canned Tuna;Tuna;Canned Foods;Food
653;Bravo Canned Tuna in Oil;93;Canned Tuna;Tuna;Canned Foods;Food
654;Bravo Large Canned Shrimp;94;Canned Shrimp;Shrimp;Canned Foods;Food
655;Bravo Fancy Canned Anchovies;95;Canned Anchovies;Anchovies;Canned Foods;Food
656;Bravo Fancy Canned Clams;96;Canned Clams;Clams;Canned Foods;Food
657;Bravo Fancy Canned Oysters;97;Canned Oysters;Oysters;Canned Foods;Food
658;Bravo Fancy Canned Sardines;98;Canned Sardines;Sardines;Canned Foods;Food
659;Bravo Rice Soup;58;Canned Soup;Soup;Canned Foods;Food
660;Applause Canned Mixed Fruit;3;Fruit;Canned Fruit;Canned Products;Food
661;Applause Canned Peaches;3;Fruit;Canned Fruit;Canned Products;Food
662;Prelude Rosy Sunglasses;89;Specialty;Sunglasses;Carousel;Non-Consumable
663;Akron Eyeglass Screwdriver;103;Hardware;Screwdrivers;Checkout;Non-Consumable
664;Akron City Map;102;Miscellaneous;Maps;Checkout;Non-Consumable
665;Gorilla Low Fat Cottage Cheese;15;Dairy;Cottage Cheese;Dairy;Food
666;Gorilla Low Fat Sour Cream;14;Dairy;Sour Cream;Dairy;Food
667;Gorilla Sour Cream;14;Dairy;Sour Cream;Dairy;Food
668;Gorilla Jack Cheese;11;Dairy;Cheese;Dairy;Food
669;Gorilla Muenster Cheese;11;Dairy;Cheese;Dairy;Food
670;Gorilla String Cheese;11;Dairy;Cheese;Dairy;Food
671;Gorilla Low Fat String Cheese;11;Dairy;Cheese;Dairy;Food
672;Gorilla Havarti Cheese;11;Dairy;Cheese;Dairy;Food
673;Gorilla Head Cheese;11;Dairy;Cheese;Dairy;Food
674;Gorilla Cheese Spread;11;Dairy;Cheese;Dairy;Food
675;Gorilla Sharp Cheddar Cheese;11;Dairy;Cheese;Dairy;Food
676;Gorilla Mild Cheddar Cheese;11;Dairy;Cheese;Dairy;Food
677;Gorilla Large Curd Cottage Cheese;15;Dairy;Cottage Cheese;Dairy;Food
678;Gorilla 2% Milk;76;Dairy;Milk;Dairy;Drink
679;Gorilla Buttermilk;76;Dairy;Milk;Dairy;Drink
680;Gorilla Chocolate Milk;76;Dairy;Milk;Dairy;Drink
681;Gorilla 1% Milk;76;Dairy;Milk;Dairy;Drink
682;Gorilla Whole Milk;76;Dairy;Milk;Dairy;Drink
683;Gorilla Strawberry Yogurt;6;Dairy;Yogurt;Dairy;Food
684;Gorilla Blueberry Yogurt;6;Dairy;Yogurt;Dairy;Food
685;Cutting Edge Chicken Hot Dogs;81;Meat;Hot Dogs;Deli;Food
686;Cutting Edge Pimento Loaf;91;Meat;Bologna;Deli;Food
687;Cutting Edge Beef Bologna;91;Meat;Bologna;Deli;Food
688;Cutting Edge Low Fat Bologna;91;Meat;Bologna;Deli;Food
689;Cutting Edge Turkey Hot Dogs;81;Meat;Hot Dogs;Deli;Food
690;Cutting Edge Foot-Long Hot Dogs;81;Meat;Hot Dogs;Deli;Food
691;Cutting Edge Low Fat Cole Slaw;16;Side Dishes;Deli Salads;Deli;Food
692;Cutting Edge Cole Slaw;16;Side Dishes;Deli Salads;Deli;Food
693;Cutting Edge Roasted Chicken;77;Meat;Fresh Chicken;Deli;Food
694;Cutting Edge Corned Beef;8;Meat;Deli Meats;Deli;Food
695;Cutting Edge Sliced Turkey;8;Meat;Deli Meats;Deli;Food
696;Cutting Edge Sliced Ham;8;Meat;Deli Meats;Deli;Food
697;Cutting Edge Potato Salad;16;Side Dishes;Deli Salads;Deli;Food
698;Cutting Edge Sliced Chicken;8;Meat;Deli Meats;Deli;Food
699;Jumbo Small Brown Eggs;66;Eggs;Eggs;Eggs;Food
700;Jumbo Large Brown Eggs;66;Eggs;Eggs;Eggs;Food
701;Jumbo Small Eggs;66;Eggs;Eggs;Eggs;Food
